Sequence	SRR22405441	SRR22405442	SRR22405445	SRR22405453	SRR22405460	SRR22405461	SRR22405467	SRR22405532	SRR22405538	SRR22405544
k141_90000	0	1	0	0	0	1	0	0	0	21
k141_40556	0	0	0	0	3	0	24	0	0	0
k141_77578	0	1	4	0	1	0	0	0	4	36
k141_77579	0	0	0	0	0	0	0	0	17	0
k141_3020	10	2	61	304	1	8	0	2	30	9
k141_27818	16	30	1	1	10	111	8	43	0	9
k141_27819	9	2	3	2	10	3	6	0	0	2
k141_90011	0	0	0	0	0	15	0	0	0	0
k141_3022	4	9	5	5	7	2	13	0	0	6
k141_40561	3	0	0	1	0	2	0	0	11	63
k141_15008	6	0	44	286	0	8	1	2	6	8
k141_77588	0	0	10	36	1	0	0	0	5	1
k141_3027	0	0	0	0	0	0	0	0	18	0
k141_90017	0	0	0	0	0	0	0	1	1	15
k141_40570	0	0	0	0	0	0	0	1	22	1
k141_77591	0	4	0	2	29	23	0	18	0	0
k141_27825	0	2	0	4	5	4	0	1	22	83
k141_77593	9	0	0	18	0	1	0	0	3	7
k141_40578	0	3	0	0	8	2	0	0	0	1
k141_52651	5	3	79	229	1	15	1	3	7	8
k141_15013	151	0	55	72	3	30	0	1	1	29
k141_40587	1	0	0	0	0	0	0	117	0	0
k141_52659	0	1	16	69	0	2	0	0	2	1
k141_27840	13	0	2	3	8	7	0	0	9	19
k141_77595	106	3	30	42	2	8	0	0	0	10
k141_27843	6	10	0	0	7	35	0	17	0	4
k141_77599	0	0	8	25	0	0	0	0	0	0
k141_15021	0	0	2	14	1	0	0	0	6	0
k141_40595	5	9	1	2	4	3	3	0	1	3
k141_66101	372	159	74	274	459	416	42	32	2	277
k141_27845	0	0	0	0	20	1	48	0	1	0
k141_66103	0	0	0	0	0	23	0	0	0	1
k141_40599	3	0	0	0	0	1	0	0	8	3
k141_90018	4	41	1246	774	79	19	179	65	1849	503
k141_15028	1	0	0	8	1	2	0	1	0	4
k141_3033	0	0	1	1	0	4	0	467	1	3
k141_27853	0	0	3	4	0	0	0	0	9	1
k141_15029	0	0	0	0	0	0	0	94	0	1
k141_27855	1	1	5	2	0	0	0	0	6	43
k141_15031	0	0	0	1	0	2	0	0	10	0
k141_66122	0	0	0	3	0	2	0	0	6	0
k141_3036	3	1	30	150	3	5	0	3	5	6
k141_66123	0	0	0	0	0	0	0	0	17	0
k141_40619	0	0	7	7	1	0	0	0	1	0
k141_90026	65	1	67	52	12	12	2	4	3	73
k141_15040	2	0	1	0	0	0	0	0	11	4
k141_15041	1	0	12	2	0	2	1	0	0	1
k141_66124	17	62	7	12	63	102	58	66	0	9
k141_40622	0	0	0	11	1	0	0	41	0	12
k141_90032	0	0	0	0	0	0	0	0	17	1
k141_3043	5	5	10	8	21	2	8	0	0	6
k141_66128	9	4	2	10	14	42	0	0	62	21
k141_15045	0	13	8	0	9	0	23	73	2	0
k141_40623	0	1	16	58	0	0	0	0	0	6
k141_3044	0	1	0	0	0	1	0	81	0	0
k141_15049	2	1	1	0	7	4	3	0	0	3
k141_66129	31	0	47	37	3	36	0	0	6	15
k141_40630	0	1	5	35	0	0	0	0	0	0
k141_27863	199	0	37	85	3	31	0	0	0	16
k141_3056	0	0	8	14	0	0	0	0	2	2
k141_27866	1	0	0	0	0	7	0	0	16	7
k141_66139	1	0	0	0	0	0	0	0	17	4
k141_77607	1	112	37	7	57	7	124	456	4	5
k141_27867	0	0	0	0	0	16	0	0	0	0
k141_77609	0	0	0	0	3	0	15	0	0	0
k141_3065	3	0	2	1	0	0	2	0	8	0
k141_90039	2	38	2	1	127	114	7	89	2	1
k141_15069	0	0	0	0	0	0	0	30	0	0
k141_40642	0	0	0	1	0	0	0	0	22	0
k141_77610	53	73	4	2	40	509	43	191	0	31
k141_66140	1	0	0	0	0	2	0	0	61	0
k141_66141	3	0	3	5	5	15	0	3	0	7
k141_3069	2	1	0	0	0	0	0	0	43	1
k141_27873	1	1	0	0	0	3	0	1	91	0
k141_77616	9	12	5	8	17	8	12	0	1	12
k141_40653	0	0	0	0	0	1	0	0	3	82
k141_40657	0	0	0	2	0	0	0	0	18	0
k141_90044	201	181	136	114	31	23	129	134	0	281
k141_15084	17	14	6	7	23	6	22	0	0	5
k141_27876	12	0	7	51	3	5	0	0	4	39
k141_15085	3	0	9	52	0	3	0	0	26	8
k141_27879	0	0	0	0	3	21	0	1	0	0
k141_40664	1	0	2	5	0	6	0	0	11	29
k141_77636	0	0	0	0	0	0	0	34	0	0
k141_27882	1	0	0	0	0	1	0	3	15	0
k141_15090	0	0	0	0	0	0	0	53	0	0
k141_77638	7	8	3	3	17	4	11	0	0	7
k141_40669	1	2	0	1	4	3	0	1	4	28
k141_90045	173	175	118	81	21	25	125	117	0	291
k141_40670	0	0	0	2	0	0	0	0	1	20
k141_90049	35	0	13	12	0	6	0	0	0	3
k141_15101	0	0	0	0	0	17	0	0	0	0
k141_77650	1	0	0	0	1	1	0	0	2	14
k141_52669	2169	1	978	151	12	14	0	2	5	717
k141_90055	4	9	2	8	15	6	8	0	0	3
k141_15109	0	0	0	0	0	0	0	34	0	0
k141_90058	0	0	2	9	1	0	0	0	2	0
k141_77659	0	0	0	0	0	0	0	0	3	36
k141_15111	5	1	3	12	1	3	0	0	2	4
k141_3073	0	1	0	1	155	3	1066	2	4	3
k141_77661	5	0	2	10	0	0	1	2	2	9
k141_90063	2	1	1	3	2	2	0	0	11	4
k141_3074	0	7	0	0	18	2	33	0	0	0
k141_3076	0	0	0	0	0	0	0	0	2	26
k141_77662	2	0	7	71	1	5	0	0	7	4
k141_52683	9	18	7	11	21	5	13	0	3	9
k141_3079	5	0	3	0	0	4	0	0	0	5
k141_66145	1	0	2	1	3	5	0	777	2	2
k141_3080	0	0	0	16	0	0	0	0	0	1
k141_27892	4	110	2	8	139	38	330	7	2	0
k141_3081	18	0	0	0	0	8	0	0	0	5
k141_40677	8	1	0	2	2	5	1	431	9	8
k141_3084	0	2	1	0	1	5	0	0	10	25
k141_27896	7	0	1	18	4	3	0	1	3	6
k141_77672	0	6	0	0	16	2	30	0	0	0
k141_52689	1	0	5	1	0	1	0	0	4	68
k141_77673	1	0	23	6	0	1	1	0	0	1
k141_3092	4	1	3	4	8	9	0	0	9	9
k141_3093	0	0	0	0	0	2	0	0	22	1
k141_77678	49	184	26	23	124	44	207	0	0	10
k141_27897	21	26	10	12	28	9	21	0	1	12
k141_52699	0	0	1	0	0	1	0	0	18	5
k141_40694	5	0	1	5	0	3	0	1	2	6
k141_40695	0	0	0	0	0	0	0	0	3	13
k141_77683	6	6	3	2	3	1	7	0	0	0
k141_40696	1	0	1	0	0	2	0	0	1	18
k141_27900	0	0	0	0	19	1	35	0	0	0
k141_3095	0	9	0	0	48	32	2	35	1	0
k141_77685	7	4	9	17	4	15	1	0	72	218
k141_66159	1	43	4	1	171	145	2	104	1	2
k141_40704	4	0	1	2	0	1	0	0	54	7
k141_77689	9	0	1	0	2	32	0	0	0	4
k141_3096	1	0	17	149	0	1	0	0	2	6
k141_52707	0	2	1	6	4	10	3	1	18	233
k141_77694	3	0	0	0	0	1	0	0	5	2
k141_3098	0	8	2	1	18	0	0	0	1	1
k141_40710	4	0	23	15	1	13	0	0	6	0
k141_77696	0	0	0	0	1	1	0	0	9	0
k141_3101	0	6	2	2	4	2	5	1	0	4
k141_66168	1	1	0	1	0	3	1	1	11	71
k141_77699	1	0	0	0	4	0	16	0	0	0
k141_40715	20	0	9	6	0	7	0	0	0	3
k141_27918	0	0	0	2	0	0	0	136	3	1
k141_27919	54	44	48	61	78	34	137	0	0	33
k141_40718	5	0	5	3	0	0	0	0	2	0
k141_77700	7	14	5	13	21	5	9	0	1	7
k141_40720	0	0	0	0	0	0	0	1	19	2
k141_15121	305	33	497	714	1713	136	136	20	156	183
k141_27920	0	0	0	0	0	0	0	0	61	0
k141_3107	4	1	0	1	0	1	0	0	8	54
k141_77701	0	0	0	0	0	0	0	0	26	1
k141_66174	54	1	15	26	1	15	0	2	0	4
k141_40726	10	14	3	7	5	3	4	0	0	4
k141_15124	1	0	4	8	7	4	0	1	22	83
k141_77709	0	0	0	0	0	10	0	0	1	2
k141_77710	0	0	0	0	6	1	12	0	0	0
k141_15125	0	0	0	38	1	0	12	0	1	0
k141_40730	0	0	0	0	3	0	29	0	0	2
k141_66183	0	0	0	0	4	0	26	0	0	0
k141_15127	18	3	1	7	3	7	0	2	12	10
k141_77720	1	0	0	0	0	2	0	0	0	14
k141_40732	0	0	0	0	29	0	58	0	0	0
k141_66184	1	1	0	1	3	2	0	135	1	1
k141_77721	0	0	10	15	0	0	0	0	18	2
k141_40735	10	0	2	24	1	5	0	0	3	17
k141_15136	2	4	1	1	58	30	0	27	2	2
k141_3142	0	0	0	9	5	4	0	1	6	0
k141_77723	0	1	0	0	0	1	0	1	6	43
k141_3147	0	1	0	0	12	0	29	0	0	0
k141_77729	3	0	2	17	0	2	1	0	0	8
k141_3148	1	0	0	1	0	0	0	0	0	20
k141_40737	14	25	8	18	41	10	20	1	1	6
k141_15139	21	30	19	17	33	11	23	0	0	12
k141_66205	3	0	0	0	1	10	1	0	39	12
k141_15140	0	0	0	3	0	2	0	0	28	2
k141_3150	1	14	0	0	29	11	84	2	0	1
k141_40740	2	0	11	37	0	0	0	1	1	0
k141_27935	530	2063	390	269	1545	588	2235	0	4	89
k141_27941	2	0	0	1	0	3	0	0	23	0
k141_15144	3	0	32	182	0	6	1	1	4	3
k141_27948	6	0	2	12	1	2	0	0	2	13
k141_27949	0	0	29	154	0	9	0	1	1	3
k141_52717	0	235	89	11	102	17	283	1308	4	7
k141_27950	0	0	1	0	0	1	0	0	1	18
k141_66206	484	1849	305	228	1245	511	2000	0	1	72
k141_27960	0	0	0	0	0	14	0	0	2	3
k141_15168	2	0	0	0	9	0	29	0	0	1
k141_52724	0	0	31	93	0	1	0	0	1	2
k141_3151	1	88	28	6	41	7	96	421	0	5
k141_66217	2	0	19	67	0	2	0	0	1	2
k141_3152	0	0	0	0	1	0	0	0	1	18
k141_52725	1	0	18	81	0	0	0	0	1	3
k141_52726	4	6	2	2	2	3	3	0	0	0
k141_3158	5	0	5	0	0	0	0	0	1	1
k141_3161	5	0	4	8	1	0	1	1	3	7
k141_3162	6	6	2	4	8	0	7	0	0	1
k141_66221	1	1	63	260	2	8	0	0	1	8
k141_52728	241	0	319	262	10	4	0	0	78	77
k141_3172	0	0	1	0	0	1	0	0	13	35
k141_3174	0	0	6	21	0	0	0	0	0	0
k141_66233	0	0	1	0	0	13	0	0	40	0
k141_3178	1	0	0	0	1	10	0	0	51	1
k141_15172	1	68	33	5	38	7	92	401	4	4
k141_40755	4	8	2163	1619	19	25	28	157	3470	967
k141_3182	1	0	0	0	0	0	0	0	17	3
k141_52737	1	0	0	0	16	0	54	3	1	0
k141_40757	20	39	0	0	16	178	15	65	0	17
k141_3184	0	0	0	0	0	0	0	0	0	19
k141_66243	0	0	6	32	1	2	0	0	0	0
k141_15177	0	0	0	0	8	0	25	0	0	0
k141_40759	0	1	0	0	0	1	0	49	2	0
k141_40760	0	0	0	0	1	29	0	0	2	4
k141_52744	0	0	0	1	0	1	0	69	0	1
k141_52750	1	0	0	0	0	0	0	0	7	1
k141_52756	0	1	1	0	0	0	0	0	4	14
k141_15203	0	0	0	1	0	1	0	0	19	0
k141_52758	10	0	1	25	2	5	0	0	5	18
k141_3186	1	1	0	1	1	4	0	365	0	1
k141_66246	3	26	0	4	147	96	4	85	2	2
k141_52761	2	0	3	1	4	5	0	0	3	0
k141_66248	0	0	0	0	8	0	28	0	0	0
k141_3194	0	0	1	0	0	0	0	0	2	30
k141_66251	0	0	0	0	0	1	0	0	28	0
k141_66253	81	125	3	6	44	671	54	285	1	60
k141_40770	381	328	273	177	56	47	229	242	1	587
k141_66254	0	3	0	1	5	3	5	0	0	0
k141_15215	6	2	41	193	2	7	0	0	9	17
k141_66257	0	0	0	0	14	0	18	0	0	0
k141_3201	65	0	33	28	1	16	0	0	0	10
k141_15218	27	0	30	28	4	2	0	0	6	11
k141_52783	1	0	0	0	0	0	0	265	0	1
k141_66259	0	0	19	5	0	0	0	2	0	3
k141_52785	1	0	2	4	0	3	0	0	0	4
k141_66263	0	0	0	0	1	1	0	0	10	0
k141_66267	0	0	0	0	0	0	0	33	0	0
k141_3218	0	0	3	0	0	0	0	0	5	24
k141_66273	8	1	4	12	1	0	0	0	2	6
k141_27961	264	695	130	136	280	42	462	1737	943	36
k141_3222	1	1	3	3	11	2	5	0	0	4
k141_66277	0	1	0	1	1	1	0	0	3	26
k141_15222	586	1	719	674	22	10	2	1	211	198
k141_3223	0	0	0	0	7	1	19	0	0	1
k141_3225	5	10	7	9	18	3	9	0	2	8
k141_15228	0	0	0	0	18	1	59	0	0	1
k141_77730	320	662	173	149	340	49	434	1739	1011	44
k141_15229	0	0	0	0	0	11	0	0	1	2
k141_66293	4	0	2	3	0	46	0	0	18	3
k141_3234	1	0	0	0	0	1	0	0	11	0
k141_66298	1	1	1	5	2	6	0	0	2	8
k141_66300	0	0	0	0	0	0	0	51	0	0
k141_15238	5	0	2	19	1	3	1	0	3	14
k141_77740	0	3	0	0	30	17	0	14	0	0
k141_3244	0	0	0	0	0	0	0	0	15	0
k141_66301	2	0	0	3	0	4	0	0	27	2
k141_15239	0	0	0	0	0	0	0	0	29	0
k141_77745	1	6	0	0	13	17	0	8	0	0
k141_3249	3	4	0	0	3	9	0	0	1	15
k141_15245	2	1	0	0	24	19	0	11	1	0
k141_40771	34	290	45	66	256	249	230	262	4	30
k141_3254	0	0	8	37	0	1	0	0	1	3
k141_66314	7	0	1	5	0	11	0	1	54	21
k141_40772	3	0	0	0	22	0	47	0	0	0
k141_3262	0	0	0	0	0	0	0	0	0	19
k141_66319	5	0	1	7	2	2	0	0	1	8
k141_40776	15	0	0	1	3	1	0	1	1	6
k141_66321	2	0	1	14	0	6	0	1	2	5
k141_40777	1	0	6	43	0	0	0	0	0	2
k141_66323	0	0	0	0	0	0	0	0	1	12
k141_40778	1	5	2	22	9	13	0	0	18	11
k141_40783	7	0	1	3	0	0	0	0	0	3
k141_3279	0	0	0	0	0	0	0	0	18	1
k141_52789	491	51	863	1181	2639	226	211	23	291	306
k141_3281	0	0	1	0	0	1	0	0	7	42
k141_52793	3	0	3	0	0	2	0	0	2	24
k141_40784	2	0	22	85	0	3	0	0	1	5
k141_3284	0	0	0	0	0	3	0	0	47	2
k141_40788	0	1	19	28	1	7	0	0	7	5
k141_15249	187	27	333	433	1069	93	72	12	83	110
k141_52801	44	0	2	5	0	12	0	0	11	4
k141_3285	0	0	1	0	0	4	0	0	36	0
k141_15253	6	0	0	0	0	4	0	1	24	8
k141_77750	2	159	2	7	225	58	518	18	0	1
k141_40790	12	1	6	49	4	8	1	1	0	32
k141_3292	0	0	1	0	0	0	0	0	6	14
k141_52814	0	0	0	0	7	0	14	0	0	0
k141_15263	0	0	0	0	0	0	0	0	13	0
k141_77758	5	0	1	0	0	0	0	0	10	22
k141_52816	0	0	7	7	0	2	0	0	7	0
k141_40794	0	0	0	0	0	0	0	55	0	0
k141_77759	0	0	0	0	0	0	0	28	0	0
k141_15264	2	3	1	2	5	3	7	2	0	4
k141_15269	17	27	0	0	14	95	6	44	0	6
k141_40802	0	0	0	2	0	0	0	0	6	27
k141_52818	2	0	0	0	0	1	1	133	0	1
k141_15280	5	0	0	0	0	0	0	1	7	2
k141_40811	8	4	2	3	10	4	5	0	0	2
k141_66325	445	171	66	285	541	434	41	43	0	264
k141_15286	3	0	4	2	0	0	0	0	0	0
k141_40815	0	1	0	0	28	15	1	9	0	0
k141_77786	0	0	0	1	1	0	0	0	22	0
k141_3302	26	47	14	26	69	21	41	0	0	21
k141_77787	3	2	3	2	6	5	8	0	0	3
k141_15288	2	0	1	7	1	5	0	0	3	11
k141_66328	0	0	0	3	9	0	39	0	0	0
k141_40817	0	0	0	0	7	0	42	1	0	0
k141_52819	2	1	38	180	0	3	0	0	0	3
k141_15290	1	4	3	1	15	1	9	6	1	3
k141_77790	0	0	0	0	0	0	0	0	0	20
k141_52821	6	0	0	0	1	6	0	0	0	4
k141_40824	0	0	1	35	0	2	0	0	6	3
k141_3315	0	0	0	0	0	20	0	0	0	1
k141_3316	0	0	0	0	6	0	24	0	0	0
k141_52828	0	0	1	0	0	0	0	0	2	23
k141_66335	7	17	4	7	32	13	26	0	2	7
k141_40832	0	0	4	1	66	0	0	50	5	0
k141_40834	6	0	5	3	0	0	0	0	5	1
k141_66338	0	3	0	0	5	2	34	0	0	0
k141_3319	0	0	16	83	0	1	0	0	2	4
k141_77797	199	321	202	137	183	72	253	349	93	123
k141_15312	4	20	1	0	1	0	0	0	2	4
k141_52831	0	4	20	98	0	2	0	1	2	3
k141_66339	0	0	0	0	0	11	0	0	2	0
k141_3324	0	0	0	0	0	0	0	0	16	0
k141_52834	0	0	3	7	0	0	0	0	4	0
k141_77804	0	0	0	0	1	0	23	0	0	0
k141_15314	10	16	6	9	14	6	12	0	0	2
k141_3325	0	0	10	11	0	1	0	0	6	2
k141_40841	1	0	3	8	4	4	0	0	50	9
k141_77806	0	0	0	0	9	1	28	0	0	1
k141_77809	1	0	0	4	1	2	0	0	1	8
k141_40846	6	0	1	18	4	2	0	0	1	13
k141_3329	1	0	0	3	0	1	0	0	15	41
k141_15321	0	1	0	0	1	15	0	0	0	0
k141_66345	0	0	0	0	0	3	1	164	0	0
k141_52838	1	0	27	142	0	3	1	1	2	19
k141_77815	0	0	0	0	5	0	18	0	0	0
k141_66355	11	0	0	1	0	0	0	0	1	0
k141_15329	4	0	3	32	2	2	1	0	6	16
k141_52847	0	0	0	0	0	0	0	67	0	0
k141_77816	0	0	0	1	0	0	2	134	1	1
k141_3347	0	10	0	0	20	27	2	17	0	0
k141_66360	1	0	0	5	5	7	0	0	6	6
k141_15337	5	0	5	21	3	4	0	2	0	18
k141_77820	0	0	0	0	8	0	58	0	0	1
k141_66369	0	0	0	1	0	0	0	0	2	28
k141_15339	0	0	0	0	7	0	24	0	0	1
k141_66373	6	0	3	12	7	24	0	1	16	8
k141_77826	0	0	0	0	3	0	19	0	0	0
k141_77827	0	0	1	0	0	0	0	0	4	32
k141_3351	21	83	26	6	36	4	72	334	53	3
k141_66378	8	1	4	19	0	2	1	0	3	20
k141_15341	1	1	3	4	5	3	1	0	23	116
k141_66381	4	0	0	1	0	0	0	0	3	32
k141_77838	4	20	1	3	7	9	1	0	9	16
k141_15342	0	0	0	0	0	0	0	61	0	0
k141_3366	0	0	0	1	3	0	17	0	0	0
k141_66386	1	0	28	3	0	0	0	0	0	0
k141_52852	1	92	1	1	136	23	311	7	0	2
k141_15347	0	0	1	0	0	11	0	0	3	1
k141_3368	8	0	0	1	0	2	0	0	13	6
k141_15348	0	0	1	1	0	0	0	0	13	1
k141_15350	3	0	0	0	0	0	0	0	11	0
k141_3371	0	0	3	1	0	8	0	0	62	3
k141_52861	0	0	0	0	0	17	0	0	0	0
k141_77845	42	0	18	33	0	7	0	0	0	5
k141_66400	0	4	0	0	6	5	0	2	1	0
k141_15355	0	0	2	0	0	0	0	1	0	14
k141_3372	0	0	23	0	0	1	1	0	0	0
k141_66402	0	4	0	0	14	23	0	5	0	0
k141_3373	0	0	0	0	6	1	28	0	0	0
k141_52865	0	0	0	0	17	1	35	0	0	0
k141_15361	0	1	0	2	0	2	0	1	2	8
k141_66404	1	0	0	0	3	0	18	0	1	0
k141_15363	0	0	0	1	0	0	0	0	3	15
k141_52869	0	0	0	0	6	0	20	0	0	0
k141_3374	0	35	0	0	58	14	140	9	0	0
k141_52882	37	14	31	8	6	4	5	25	19	14
k141_66420	2	0	0	5	0	20	0	0	5	6
k141_77854	386	197	228	153	68	67	167	158	0	378
k141_52883	32	30	24	14	18	3	21	19	7	48
k141_3377	10	0	4	11	1	12	3	1	14	6
k141_66422	0	0	8	7	0	0	0	0	5	0
k141_3379	2	0	0	3	0	0	0	0	11	42
k141_52886	0	0	2	13	0	1	0	1	2	4
k141_3383	0	0	0	1	0	0	0	0	25	0
k141_52887	6	2	4	4	10	12	0	1	13	28
k141_77864	0	0	8	19	0	1	0	0	0	0
k141_3384	2	6	2	2	5	2	6	0	0	0
k141_77866	0	2	0	0	0	0	0	0	21	0
k141_3390	0	5	0	1	13	10	0	7	0	0
k141_66434	0	0	0	0	0	14	0	0	1	1
k141_66445	1	5	0	1	24	19	1	5	0	0
k141_52904	0	0	0	0	1	7	0	0	86	0
k141_90065	58	318	19655	14451	745	455	1113	1437	30921	8619
k141_77872	53	117	34	25	48	6	71	277	159	6
k141_27962	15	4	8922	6224	21	60	2	482	13867	3959
k141_90067	6	1	1	0	12	11	1	0	0	6
k141_66446	13	13	7	12	16	10	12	0	0	3
k141_52911	1	0	0	0	4	1	24	0	0	0
k141_90069	2	0	0	12	1	0	0	1	1	3
k141_3391	50	92	25	24	34	5	63	215	137	5
k141_77874	9	10	8	3	18	5	7	0	0	3
k141_52914	3	0	0	0	0	1	0	0	12	7
k141_77876	9	0	1	0	0	0	0	0	9	7
k141_3394	0	0	0	0	0	0	0	0	1	21
k141_27966	44	0	26	29	1	9	1	1	2	48
k141_77880	0	0	0	0	0	0	0	0	16	1
k141_3396	20	0	4	9	0	0	0	0	0	0
k141_27967	0	0	0	0	20	1	41	0	0	1
k141_90072	72	0	75	34	3	31	0	0	10	29
k141_77881	0	0	1	0	1	0	0	1	10	43
k141_3399	1	0	0	0	2	3	0	0	25	0
k141_27970	6	0	0	0	0	0	0	0	8	8
k141_27972	0	0	0	0	0	1	0	1	23	0
k141_77892	0	3	0	0	6	1	1	1	0	0
k141_90075	158	2	180	211	1	2	0	0	64	47
k141_77895	5	0	0	0	0	8	0	0	26	6
k141_3405	70	0	21	12	0	7	0	0	0	7
k141_52925	128	1	0	10	0	4	1	137	1	4
k141_52926	4	10	4	4	14	2	15	0	0	1
k141_3408	0	0	11	55	0	5	0	0	3	6
k141_77899	1	0	0	0	1	3	0	0	8	63
k141_52929	9	5	2	5	19	5	12	0	1	4
k141_3412	2	5	0	0	5	38	0	6	0	1
k141_77903	0	0	6	5	0	0	0	0	5	0
k141_52933	0	0	0	1	0	1	0	0	6	20
k141_90096	5	25	2	4	45	5	0	1	0	5
k141_77904	0	0	0	0	0	0	0	0	0	10
k141_3421	1	0	0	1	0	0	0	0	0	20
k141_27985	0	41	20	1	21	5	50	228	2	2
k141_90100	1	6	0	0	12	3	1	1	0	0
k141_27991	2	0	4	20	1	0	0	0	5	0
k141_3423	0	0	4	0	0	5	0	1	12	57
k141_3426	0	0	0	0	7	0	35	0	1	0
k141_77908	21	27	8	12	32	26	21	0	0	4
k141_27996	6	3	6	4	22	7	12	0	0	1
k141_90101	2	2	2	83	16	1	1	154	3	55
k141_52934	1	2	1	0	0	7	0	274	1	3
k141_3438	1	0	1	0	0	0	0	0	4	19
k141_28004	3	0	44	26	0	17	0	0	9	0
k141_77918	9	12	3	14	22	7	19	0	0	8
k141_90103	0	0	0	1	36	4	107	2	1	1
k141_77919	1	0	6	31	0	9	0	0	1	1
k141_52944	0	32	2	1	38	12	111	2	0	1
k141_77921	0	0	0	0	0	1	0	47	1	0
k141_28020	0	99	0	0	163	24	417	7	0	1
k141_52947	10	16	5	11	22	9	17	0	1	9
k141_90105	0	0	0	0	22	3	66	1	0	0
k141_77924	10	2	3	16	1	5	1	0	2	20
k141_28025	3	0	1	5	0	2	0	1	0	5
k141_66448	72	524	80	89	440	395	367	480	10	55
k141_77932	2	0	0	3	0	1	0	0	12	1
k141_90113	4	2	1	6	1	22	0	0	23	5
k141_66452	0	0	0	0	0	19	0	0	0	0
k141_90117	4	2	4	11	3	1	0	0	0	5
k141_28041	11	1	1	8	2	5	0	2	18	2
k141_66460	2	1	19	59	0	3	0	1	2	3
k141_90121	0	0	0	0	1	20	0	0	1	1
k141_77945	0	0	2	1	0	1	0	0	4	56
k141_77946	0	0	1	1	1	0	0	0	1	17
k141_66469	0	0	0	0	0	16	0	0	0	1
k141_28045	0	21	0	0	40	5	79	2	0	0
k141_28046	0	0	0	0	1	1	0	0	56	0
k141_77947	0	0	2	3	1	3	0	0	13	78
k141_28054	0	0	0	0	12	0	41	0	0	0
k141_77948	36	1	93	84	73	120	0	7	0	54
k141_77952	8	0	0	0	0	0	0	0	12	2
k141_77959	0	0	1	0	1	1	18	0	0	0
k141_77964	1	0	0	0	0	0	0	0	20	1
k141_28070	0	12	0	2	22	5	53	1	0	1
k141_66470	1	73	0	1	130	28	310	7	2	1
k141_28076	4	0	0	4	1	3	1	0	3	9
k141_77973	0	1	0	0	0	11	0	1	0	4
k141_90125	292	0	321	192	33	118	2	1	86	127
k141_28081	0	0	0	0	0	1	0	0	20	0
k141_77975	0	0	0	0	11	0	30	0	0	0
k141_66486	2	0	0	12	0	0	0	0	0	9
k141_66488	0	0	0	0	0	1	0	0	47	1
k141_66490	0	0	0	1	0	38	0	0	4	5
k141_77998	0	0	0	0	0	0	0	0	4	24
k141_66499	0	0	1	0	0	0	0	0	2	46
k141_78005	0	0	0	1	9	0	25	0	1	0
k141_66500	102	7	21	21	15	17	30	0	2	31
k141_3440	4	324	95	16	202	34	351	1779	4	8
k141_78010	0	0	0	0	0	0	0	0	15	0
k141_78011	0	0	0	0	2	0	22	0	0	0
k141_66505	9	16	0	2	4	84	5	35	0	5
k141_3443	6	21	2	7	9	4	11	0	0	7
k141_78017	1	0	0	0	0	1	0	0	20	0
k141_15364	1455	517	257	1047	1737	1614	159	117	12	887
k141_66512	1	0	0	1	0	23	0	0	0	0
k141_78021	0	0	0	0	0	1	0	0	0	18
k141_3460	0	0	0	0	0	1	0	0	20	0
k141_3462	5	2	1	9	2	11	0	3	5	15
k141_78029	3	1	3	3	2	5	0	0	9	29
k141_66520	0	0	8	9	2	1	0	0	6	0
k141_15376	0	0	1	0	2	0	0	1	13	70
k141_66523	0	0	4	20	0	1	0	0	0	0
k141_78031	2	11	4	7	19	1	6	0	0	5
k141_15377	1	0	0	2	0	1	0	0	19	0
k141_15382	0	1	0	0	0	2	0	0	3	15
k141_78034	0	0	0	0	0	1	0	0	23	0
k141_78035	0	0	0	0	0	1	0	0	18	0
k141_66532	1	0	3	5	2	5	0	0	41	149
k141_78036	2	7	1	6	2	5	0	0	1	1
k141_28088	304	36	584	644	1706	185	99	17	94	224
k141_15395	0	0	0	0	0	0	0	45	0	0
k141_78037	34	0	16	16	0	3	0	0	0	10
k141_15398	0	0	0	0	0	0	0	0	5	35
k141_52953	2476	4	2718	2670	82	26	15	6	804	615
k141_78044	0	0	8	16	0	0	0	1	6	0
k141_15401	1	0	0	0	0	2	0	44	0	0
k141_66535	13	78	11	13	63	62	41	54	0	8
k141_52958	5	2	1	8	0	3	1	0	4	6
k141_78046	1	0	0	1	0	0	0	0	12	47
k141_52964	0	0	0	0	0	0	0	0	23	2
k141_78048	0	1	0	0	8	0	16	0	0	0
k141_52966	28	0	15	57	9	8	0	2	15	30
k141_15404	0	12	0	0	67	40	0	37	0	0
k141_78050	96	10	34	20	16	16	22	3	0	38
k141_3467	529	2045	312	228	1322	533	2180	0	2	99
k141_52968	4	0	5	13	2	3	0	1	3	11
k141_3470	0	0	0	0	9	0	29	0	1	0
k141_3473	2	3	0	1	7	3	2	0	1	1
k141_52979	0	0	0	2	1	0	1	0	4	32
k141_15408	0	0	0	0	2	0	1	127	1	0
k141_66541	4	2	57	265	1	0	0	1	2	13
k141_52980	0	0	0	0	3	1	32	0	0	0
k141_15409	31	7	8	27	9	93	1	1	130	144
k141_15410	0	0	0	20	0	0	0	0	1	0
k141_3483	0	0	0	0	0	0	0	0	15	0
k141_66543	1	2	0	0	0	23	0	0	65	3
k141_52990	0	0	0	0	0	0	0	0	15	0
